"id","country","name","sex","president","start_president","end_president","ministry","undersec","start_undersec","end_undersec","party"
178,"Chile","Catalina Depassier Smith","woman","Michelle Bachelet",2006-03-11,2010-03-11,"SEGEGOB","Deportes",2006-03-11,2007-01-23,"PDC"
179,"Chile","Claudia Serrano Madrid","woman","Michelle Bachelet",2006-03-11,2010-03-11,"Interior","SUBDERE",2006-03-11,2008-12-15,"PS"
180,"Chile","Danilo Núñez Izquierdo","man","Michelle Bachelet",2006-03-11,2010-03-11,"Transportes y Telecomunicaciones","Transportes",2006-03-11,2008-01-10,"PS"
181,"Chile","Edgardo Riveros Marín","man","Michelle Bachelet",2006-03-11,2010-03-11,"SEGPRES","SEGPRES",2006-03-11,2010-03-11,"PDC"
182,"Chile","Gonzalo Arenas Valverde","man","Michelle Bachelet",2006-03-11,2010-03-11,"Planificación","Planificación",2006-03-11,2008-01-11,"PDC"
183,"Chile","Gonzalo García Pino","man","Michelle Bachelet",2006-03-11,2010-03-11,"Defensa Nacional","Guerra",2006-03-11,2010-03-11,"PDC"
184,"Chile","Juan Eduardo Saldivia Medina","man","Michelle Bachelet",2006-03-11,2010-03-11,"Obras Públicas","Obras Públicas",2006-03-11,2010-03-11,"PDC"
185,"Chile","Lidia Amarales Osorio","woman","Michelle Bachelet",2006-03-11,2010-03-11,"Salud","Salud Pública",2006-03-11,2008-01-11,"PPD"
186,"Chile","Lissette García Bustamante","woman","Michelle Bachelet",2006-03-11,2010-03-11,"Trabajo y Previsión Social","Previsión Social",2006-03-11,2008-01-11,"PDC"
187,"Chile","Lorraine de Laire Peirano","woman","Michelle Bachelet",2006-03-11,2010-03-11,"Bienes Nacionales","Bienes Nacionales",2006-03-11,2008-01-11,"PRSD"
188,"Chile","Marcelo Ortiz Aravena","man","Michelle Bachelet",2006-03-11,2010-03-11,"Defensa Nacional","Carabineros",2006-03-11,2006-08-28,"PDC"
189,"Chile","María Cecilia Leiva Montenegro","woman","Michelle Bachelet",2006-03-11,2010-03-11,"Agricultura","Agricultura",2006-03-11,2008-01-11,"PPD"
190,"Chile","María del Pilar Romaguera Grac","woman","Michelle Bachelet",2006-03-11,2010-03-11,"Educación","Educación",2006-03-11,2008-01-11,"NP"
191,"Chile","María Eliana Arntz Bustos","woman","Michelle Bachelet",2006-03-11,2010-03-11,"Consejo Nacional de la Cultura y las Artes","Cultura",2006-03-11,2007-08-01,"PS"
192,"Chile","María Olivia Recart Herrera","woman","Michelle Bachelet",2006-03-11,2010-03-11,"Hacienda","Hacienda",2006-03-11,2010-03-11,"NP"
193,"Chile","María Paulina Saball Astaburua","woman","Michelle Bachelet",2006-03-11,2010-03-11,"Vivienda y Urbanismo","Vivienda",2006-03-11,2010-03-11,"PPD"
194,"Chile","Marisol Aravena Puelma","woman","Michelle Bachelet",2006-03-11,2010-03-11,"Minería","Minería",2006-03-11,2008-01-11,"PRSD"
195,"Chile","Pablo Bello Arellano","man","Michelle Bachelet",2006-03-11,2010-03-11,"Transportes y Telecomunicaciones","Telecomunicaciones",2006-03-11,2010-03-11,"PPD"
196,"Chile","Raúl Vergara Meneses","man","Michelle Bachelet",2006-03-11,2010-03-11,"Defensa Nacional","Aviación",2006-03-11,2010-03-11,"PS"
197,"Chile","Ricardo Fábrega Lacoa","man","Michelle Bachelet",2006-03-11,2010-03-11,"Salud","Redes Asistenciales",2006-03-11,2008-11-06,"PDC"
198,"Chile","Ricardo Navarrete Betanzo","man","Michelle Bachelet",2006-03-11,2010-03-11,"Defensa Nacional","Investigaciones",2006-03-11,2010-03-11,"PRSD"
199,"Chile","Verónica Baraona del Pedregal","woman","Michelle Bachelet",2006-03-11,2010-03-11,"Justicia","Justicia",2006-03-11,2008-01-11,"PDC"
200,"Chile","Zarko Luksic Sandoval","man","Michelle Bachelet",2006-03-11,2010-03-11,"Trabajo y Previsión Social","Trabajo",2006-03-11,2008-01-11,"PDC"
201,"Chile","Alberto van Klaveren Stork","man","Michelle Bachelet",2006-03-11,2010-03-11,"Relaciones Exteriores","Relaciones Exteriores",2006-03-12,2009-11-18,"PPD"
202,"Chile","Javiera Blanco Suárez","woman","Michelle Bachelet",2006-03-11,2010-03-11,"Defensa Nacional","Carabineros",2006-09-01,2010-03-11,"NP"
203,"Chile","Loreto Ditzel Lacoa","woman","Michelle Bachelet",2006-03-11,2010-03-11,"SEGEGOB","Deportes",2007-03-15,2007-03-16,"PDC"
204,"Chile","Augusto Prado Sánchez","man","Michelle Bachelet",2006-03-11,2010-03-11,"SEGEGOB","SEGEGOB",2007-05-22,2008-12-20,"PRSD"
205,"Chile","Ricardo Vorpahl Navarrete","man","Michelle Bachelet",2006-03-11,2010-03-11,"SEGEGOB","Deportes",2007-05-22,2007-07-30,"NP"
206,"Chile","Jorge Chocair Santibáñez","man","Michelle Bachelet",2006-03-11,2010-03-11,"Economía, Fomento y Reconstrucción","Pesca",2007-07-23,2010-03-11,"PRSD"
207,"Chile","Jaime Pizarro Herrera","man","Michelle Bachelet",2006-03-11,2010-03-11,"SEGEGOB","Deportes",2007-07-30,2009-11-17,"NP"
208,"Chile","Paula Quintana Meléndez","woman","Michelle Bachelet",2006-03-11,2010-03-11,"Consejo Nacional de la Cultura y las Artes","Cultura",2007-08-06,2008-01-08,"PS"
209,"Chile","Arturo Barrios Oteíza","man","Michelle Bachelet",2006-03-11,2010-03-11,"Consejo Nacional de la Cultura y las Artes","Cultura",2008-01-11,2008-12-11,"PS"
210,"Chile","Cristián Martínez Ahumada","man","Michelle Bachelet",2006-03-11,2010-03-11,"Educación","Educación",2008-01-11,2010-03-11,"PS"
211,"Chile","Eduardo Abedrapo Bustos","man","Michelle Bachelet",2006-03-11,2010-03-11,"Planificación","Planificación",2008-01-11,2010-03-11,"PDC"
212,"Chile","Elinett Wolff Rioseco","woman","Michelle Bachelet",2006-03-11,2010-03-11,"Transportes y Telecomunicaciones","Transportes",2008-01-11,2008-04-24,"PS"
213,"Chile","Jean Jacques Duhart Saurel","man","Michelle Bachelet",2006-03-11,2010-03-11,"Economía, Fomento y Reconstrucción","Economía",2008-01-11,2010-03-11,"PPD"
214,"Chile","Jeanette Vega Morales","woman","Michelle Bachelet",2006-03-11,2010-03-11,"Salud","Salud Pública",2008-01-11,2010-03-11,"PPD"
215,"Chile","Jorge Frei Toledo","man","Michelle Bachelet",2006-03-11,2010-03-11,"Justicia","Justicia",2008-01-11,2010-03-11,"PDC"
216,"Chile","Mario Ossandón Cañas","man","Michelle Bachelet",2006-03-11,2010-03-11,"Trabajo y Previsión Social","Previsión Social",2008-01-11,2009-04-27,"PPD"
217,"Chile","Mauricio Jélvez Maturana","man","Michelle Bachelet",2006-03-11,2010-03-11,"Trabajo y Previsión Social","Trabajo",2008-01-11,2010-03-11,"PDC"
218,"Chile","Neftalí Carabantes Hernández","man","Michelle Bachelet",2006-03-11,2010-03-11,"Bienes Nacionales","Bienes Nacionales",2008-01-11,2008-12-20,"PRSD"
219,"Chile","Reinaldo Ruiz Valdés","man","Michelle Bachelet",2006-03-11,2010-03-11,"Agricultura","Agricultura",2008-01-11,2010-03-11,"PS"
220,"Chile","Verónica Baraona del Pedregal","woman","Michelle Bachelet",2006-03-11,2010-03-11,"Minería","Minería",2008-01-11,2010-03-11,"PDC"
221,"Chile","Raúl Erazo Torricelli","man","Michelle Bachelet",2006-03-11,2010-03-11,"Transportes y Telecomunicaciones","Transportes",2008-05-30,2010-03-11,"PS"
222,"Chile","Julio Montt Vidal","man","Michelle Bachelet",2006-03-11,2010-03-11,"Salud","Redes Asistenciales",2008-11-06,2010-03-11,"PDC"
223,"Chile","Patricio Rosende Lynch","man","Michelle Bachelet",2006-03-11,2010-03-11,"Interior","Interior",2008-12-11,2010-03-09,"PPD"
224,"Chile","Eduardo Múñoz Inchausti","man","Michelle Bachelet",2006-03-11,2010-03-11,"Consejo Nacional de la Cultura y las Artes","Cultura",2008-12-13,2010-03-11,"PS"
225,"Chile","Augusto Prado Sánchez","man","Michelle Bachelet",2006-03-11,2010-03-11,"Bienes Nacionales","Bienes Nacionales",2008-12-20,2010-03-11,"PRSD"
226,"Chile","Neftalí Carabantes Hernández","man","Michelle Bachelet",2006-03-11,2010-03-11,"SEGEGOB","SEGEGOB",2008-12-20,2010-03-11,"PRSD"
227,"Chile","Mahmud Aleuy Peña y Lillo","man","Michelle Bachelet",2006-03-11,2010-03-11,"Interior","SUBDERE",2008-12-22,2009-12-16,"PS"
228,"Chile","Claudio Reyes Barrientos","man","Michelle Bachelet",2006-03-11,2010-03-11,"Trabajo y Previsión Social","Previsión Social",2009-04-27,2010-03-11,"PPD"
229,"Chile","Andrea Reyes Saldías","woman","Michelle Bachelet",2006-03-11,2010-03-11,"SERNAM","SERNAM",2009-09-20,2010-03-11,"PDC"
230,"Chile","Ángel Flisfisch Fernández","man","Michelle Bachelet",2006-03-11,2010-03-11,"Relaciones Exteriores","Relaciones Exteriores",2009-11-18,2010-03-11,"PPD"
231,"Chile","Marcela González Herrera","woman","Michelle Bachelet",2006-03-11,2010-03-11,"SEGEGOB","Deportes",2009-11-19,2010-03-11,"NP"
232,"Chile","Víctor Maldonado Roldán","man","Michelle Bachelet",2006-03-11,2010-03-11,"Interior","SUBDERE",2009-12-16,2010-03-11,"PDC"
233,"Chile","Mariana Soto Espinosa","woman","Michelle Bachelet",2006-03-11,2010-03-11,"Energía","Energía",2010-02-01,2010-03-11,"NP"
234,"Chile","Rodrigo Ubilla Mackenney","man","Sebastián Piñera",2010-03-11,2014-03-11,"Interior y Seguridad Pública","Interior",2010-03-09,2014-03-07,"RN"
235,"Chile","Alfonso Vargas Lyng","man","Sebastián Piñera",2010-03-11,2014-03-11,"Defensa Nacional","Fuerzas Armadas",2010-03-11,2014-03-11,"RN"
236,"Chile","Álvaro Cruzat Ochagavía","man","Sebastián Piñera",2010-03-11,2014-03-11,"Agricultura","Agricultura",2010-03-11,2014-03-11,"UDI"
237,"Chile","Andrés Iacobelli del Río","man","Sebastián Piñera",2010-03-11,2014-03-11,"Vivienda y Urbanismo","Vivienda",2010-03-11,2011-08-01,"NP"
238,"Chile","Augusto Iglesias Palau","man","Sebastián Piñera",2010-03-11,2014-03-11,"Trabajo y Previsión Social","Previsión Social",2010-03-11,2014-03-11,"NP"
239,"Chile","Carlos Llancaqueo Mellado","man","Sebastián Piñera",2010-03-11,2014-03-11,"Bienes Nacionales","Bienes Nacionales",2010-03-11,2011-02-03,"NP"
240,"Chile","Carol Bown Sepúlveda","woman","Sebastián Piñera",2010-03-11,2014-03-11,"Defensa Nacional","Carabineros",2010-03-11,2011-02-28,"UDI"
241,"Chile","Claudio Alvarado Andrade","man","Sebastián Piñera",2010-03-11,2014-03-11,"SEGPRES","SEGPRES",2010-03-11,2014-03-11,"UDI"
242,"Chile","Fernando Rojas Ochagavía","man","Sebastián Piñera",2010-03-11,2014-03-11,"Educación","Educación",2010-03-11,2014-03-11,"UDI"
243,"Chile","Fernando Schmidt Ariztía","man","Sebastián Piñera",2010-03-11,2014-03-11,"Relaciones Exteriores","Relaciones Exteriores",2010-03-11,2012-11-12,"NP"
244,"Chile","Gabriel Ruiz-Tagle Correa","man","Sebastián Piñera",2010-03-11,2014-03-11,"SEGEGOB","Deportes",2010-03-11,2013-11-14,"UDI"
245,"Chile","Giovanna Gutiérrez Panchana","woman","Sebastián Piñera",2010-03-11,2014-03-11,"Salud","Redes Asistenciales",2010-03-11,2010-06-22,"NP"
246,"Chile","Gloria Hutt Hesse","woman","Sebastián Piñera",2010-03-11,2014-03-11,"Transportes y Telecomunicaciones","Transportes",2010-03-11,2014-03-11,"NP"
247,"Chile","Jimena Bronfman Crenovich","woman","Sebastián Piñera",2010-03-11,2014-03-11,"Energía","Energía",2010-03-11,2011-02-04,"NP"
248,"Chile","Jorge Atton Palma","man","Sebastián Piñera",2010-03-11,2014-03-11,"Transportes y Telecomunicaciones","Telecomunicaciones",2010-03-11,2014-03-11,"NP"
249,"Chile","Liliana Jadue Hund","woman","Sebastián Piñera",2010-03-11,2014-03-11,"Salud","Salud Pública",2010-03-11,2011-01-24,"NP"
250,"Chile","Marcelo Soto Ulloa","man","Sebastián Piñera",2010-03-11,2014-03-11,"Trabajo y Previsión Social","Trabajo",2010-03-11,2010-08-02,"NP"
251,"Chile","María Eugenia de la Fuente Núñ","woman","Sebastián Piñera",2010-03-11,2014-03-11,"SEGEGOB","SEGEGOB",2010-03-11,2013-02-14,"RN"
252,"Chile","María Loreto Silva Rojas","woman","Sebastián Piñera",2010-03-11,2014-03-11,"Obras Públicas","Obras Públicas",2010-03-11,2012-11-05,"NP"
253,"Chile","María Paz Lagos Valdivieso","woman","Sebastián Piñera",2010-03-11,2014-03-11,"SERNAM","SERNAM",2010-03-11,2011-02-06,"NP"
254,"Chile","Mario Desbordes Jiménez","man","Sebastián Piñera",2010-03-11,2014-03-11,"Defensa Nacional","Investigaciones",2010-03-11,2010-12-23,"RN"
255,"Chile","Miguel Flores Vargas","man","Sebastián Piñera",2010-03-11,2014-03-11,"Interior y Seguridad Pública","SUBDERE",2010-03-11,2014-03-11,"UDI"
256,"Chile","Nicolás Bär Armstrong","man","Sebastián Piñera",2010-03-11,2014-03-11,"Consejo Nacional de la Cultura y las Artes","Cultura",2010-03-11,2010-06-08,"NP"
257,"Chile","Pablo Galilea Carrillo","man","Sebastián Piñera",2010-03-11,2014-03-11,"Economía, Fomento y Turismo","Pesca",2010-03-11,2014-03-11,"RN"
258,"Chile","Pablo Wagner San Martín","man","Sebastián Piñera",2010-03-11,2014-03-11,"Minería","Minería",2010-03-11,2012-10-02,"UDI"
259,"Chile","Patricia Pérez Goldberg","woman","Sebastián Piñera",2010-03-11,2014-03-11,"Justicia","Justicia",2010-03-11,2012-12-17,"NP"
260,"Chile","Rodrigo Álvarez Zenteno","man","Sebastián Piñera",2010-03-11,2014-03-11,"Hacienda","Hacienda",2010-03-11,2011-07-22,"UDI"
261,"Chile","Soledad Arellano Schmidt","woman","Sebastián Piñera",2010-03-11,2014-03-11,"Planificación / Desarrollo Social","Planificación",2010-03-11,2014-03-11,"NP"
262,"Chile","Tomás Flores Jaña","man","Sebastián Piñera",2010-03-11,2014-03-11,"Economía, Fomento y Turismo","Economía",2010-03-11,2014-03-11,"NP"
263,"Chile","Óscar Izurieta Ferrer","man","Sebastián Piñera",2010-03-11,2014-03-11,"Defensa Nacional","Defensa",2010-03-25,2014-03-11,"NP"
264,"Chile","Luis Castillo Fuenzalida","man","Sebastián Piñera",2010-03-11,2014-03-11,"Salud","Redes Asistenciales",2010-06-22,2014-03-11,"NP"
265,"Chile","Bruno Baranda Ferrán","man","Sebastián Piñera",2010-03-11,2014-03-11,"Trabajo y Previsión Social","Trabajo",2010-08-02,2013-06-09,"RN"
266,"Chile","Ricardo Irarrázabal Sánchez","man","Sebastián Piñera",2010-03-11,2014-03-11,"Medio Ambiente","Medio Ambiente",2010-08-15,2013-10-02,"NP"
267,"Chile","Gonzalo Martin de Marco","man","Sebastián Piñera",2010-03-11,2014-03-11,"Consejo Nacional de la Cultura y las Artes","Cultura",2010-09-13,2011-12-26,"NP"
268,"Chile","Jacqueline Plass Wähling","woman","Sebastián Piñera",2010-03-11,2014-03-11,"Economía, Fomento y Turismo","Turismo",2011-01-01,2013-07-01,"NP"
269,"Chile","Juan Carlos Bulnes Concha","man","Sebastián Piñera",2010-03-11,2014-03-11,"Bienes Nacionales","Bienes Nacionales",2011-02-03,2014-03-11,"RN"
270,"Chile","Sergio del Campo Fayet","man","Sebastián Piñera",2010-03-11,2014-03-11,"Energía","Energía",2011-02-04,2014-03-11,"UDI"
271,"Chile","Cecilia Pérez Jara","woman","Sebastián Piñera",2010-03-11,2014-03-11,"SERNAM","SERNAM",2011-02-07,2011-07-22,"RN"
272,"Chile","Cristobal Lira Ibáñez","man","Sebastián Piñera",2010-03-11,2014-03-11,"Interior y Seguridad Pública","Prevención del Delito",2011-02-21,2014-03-11,"NP"
273,"Chile","Jorge Díaz Anaiz","man","Sebastián Piñera",2010-03-11,2014-03-11,"Salud","Salud Pública",2011-03-05,2014-03-11,"NP"
274,"Chile","Julio Dittborn Cordua","man","Sebastián Piñera",2010-03-11,2014-03-11,"Hacienda","Hacienda",2011-08-01,2014-03-11,"UDI"
275,"Chile","Juan Carlos Jobet Eluchans","man","Sebastián Piñera",2010-03-11,2014-03-11,"Vivienda y Urbanismo","Vivienda",2011-08-01,2012-11-13,"RN"
276,"Chile","Jessica Mualim Fajuri","woman","Sebastián Piñera",2010-03-11,2014-03-11,"SERNAM","SERNAM",2011-08-22,2012-11-18,"RN"
277,"Chile","Carlos Lobos Mosqueira","man","Sebastián Piñera",2010-03-11,2014-03-11,"Consejo Nacional de la Cultura y las Artes","Cultura",2012-02-06,2014-03-11,"RN"
278,"Chile","Loreto Seguel King","woman","Sebastián Piñera",2010-03-11,2014-03-11,"Desarrollo Social","Servicios Sociales",2012-04-01,2013-04-22,"UDI"
279,"Chile","Francisco Orrego Bauzá","man","Sebastián Piñera",2010-03-11,2014-03-11,"Minería","Minería",2012-10-09,2014-03-11,"UDI"
280,"Chile","Alfonso Silva Navarro","man","Sebastián Piñera",2010-03-11,2014-03-11,"Relaciones Exteriores","Relaciones Exteriores",2012-11-12,2014-03-11,"NP"
281,"Chile","Lucas Palacios Covarrubias","man","Sebastián Piñera",2010-03-11,2014-03-11,"Obras Públicas","Obras Públicas",2012-11-12,2014-03-11,"UDI"
282,"Chile","Francisco Irarrázaval Mena","man","Sebastián Piñera",2010-03-11,2014-03-11,"Vivienda y Urbanismo","Vivienda",2012-11-13,2014-03-11,"NP"
283,"Chile","Viviana Paredes Mendoza","woman","Sebastián Piñera",2010-03-11,2014-03-11,"SERNAM","SERNAM",2012-11-19,2014-03-11,"UDI"
284,"Chile","Juan Ignacio Piña Rochefort","man","Sebastián Piñera",2010-03-11,2014-03-11,"Justicia","Justicia",2013-01-17,2014-03-11,"NP"
285,"Chile","Mauricio Lob de la Carrera","man","Sebastián Piñera",2010-03-11,2014-03-11,"SEGEGOB","SEGEGOB",2013-02-14,2014-03-11,"NP"
286,"Chile","Luz Granier Bulnes","woman","Sebastián Piñera",2010-03-11,2014-03-11,"Desarrollo Social","Servicios Sociales",2013-05-13,2014-03-11,"RN"
287,"Chile","Fernando Arab Verdugo","man","Sebastián Piñera",2010-03-11,2014-03-11,"Trabajo y Previsión Social","Trabajo",2013-06-18,2014-03-11,"NP"
288,"Chile","Daniel Pardo López","man","Sebastián Piñera",2010-03-11,2014-03-11,"Economía, Fomento y Turismo","Turismo",2013-07-04,2014-03-11,"NP"
289,"Chile","Rodrigo Benitez Ureta","man","Sebastián Piñera",2010-03-11,2014-03-11,"Medio Ambiente","Medio Ambiente",2013-10-02,2014-03-11,"NP"
290,"Chile","Catalina Anfossi Díaz","woman","Sebastián Piñera",2010-03-11,2014-03-11,"Deportes","Deportes",2013-11-14,2014-03-11,"NP"
291,"Chile","Julio Pertuzé Salas","man","Sebastián Piñera II",2018-03-11,2022-03-11,"Economía, Fomento y Turismo","Economía",2020-11-03,NA,"UDI"
292,"Chile","Claudio Ternicier González","man","Michelle Bachelet II",2014-03-11,2018-03-11,"Agricultura","Agricultura",2014-03-11,2018-03-11,"PDC"
293,"Chile","Alfonso Vargas Lyng","man","Sebastián Piñera II",2018-03-11,2022-03-11,"Agricultura","Agricultura",2018-03-11,2019-11-27,"RN"
294,"Chile","José Pinochet Olave","man","Sebastián Piñera II",2018-03-11,2022-03-11,"Agricultura","Agricultura",2019-11-27,NA,"RN"
295,"Chile","Jorge Maldonado Contreras","man","Michelle Bachelet II",2014-03-11,2018-03-11,"Bienes Nacionales","Bienes Nacionales",2014-03-11,2018-03-11,"PRSD"
296,"Chile","Álvaro Pillado Irribarra","man","Sebastián Piñera II",2018-03-11,2022-03-11,"Bienes Nacionales","Bienes Nacionales",2019-11-11,NA,"UDI"
297,"Chile","Juan Carlos Silva Aldunate","man","Sebastián Piñera II",2018-03-11,2022-03-11,"Consejo Nacional de la Cultura y las Artes","Cultura",2018-03-11,NA,"EVO"
298,"Chile","Marcos Robledo Hoecker","man","Michelle Bachelet II",2014-03-11,2018-03-11,"Defensa Nacional","Defensa",2014-03-11,2018-03-11,"PS"
299,"Chile","Cristián de la Maza Riquelme","man","Sebastián Piñera II",2018-03-11,2022-03-11,"Defensa Nacional","Defensa",2018-03-11,NA,"NP"
300,"Chile","Andrés Otero Klein","man","Sebastián Piñera II",2018-03-11,2022-03-11,"Deportes","Deportes",2018-12-05,NA,"NP"
301,"Chile","Kael Becerra Rojas ","man","Sebastián Piñera II",2018-03-11,2022-03-11,"Deportes","Deportes",2018-03-11,2018-12-05,"NP"
302,"Chile","Esteban Carrasco Zambrano","man","Sebastián Piñera II",2018-03-11,2022-03-11,"Economía, Fomento y Turismo","Economía",2020-01-06,2020-11-03,"NP"
303,"Chile","Ignacio Guerrero Toro","man","Sebastián Piñera II",2018-03-11,2022-03-11,"Economía, Fomento y Turismo","Economía",2018-03-11,2020-01-06,"EVO"
304,"Chile","Raúl Figueroa Salas ","man","Sebastián Piñera II",2018-03-11,2022-03-11,"Educación","Educación",2018-03-11,2020-02-28,"NP"
305,"Chile","Jorge Poblete Aedo","man","Sebastián Piñera II",2018-03-11,2022-03-11,"Educación","Educación",2020-03-09,NA,"NP"
306,"Chile","Juan Eduardo Vargas Duhart","man","Sebastián Piñera II",2018-03-11,2022-03-11,"Educación","Educación Superior",2019-07-31,NA,"NP"
307,"Chile","Ricardo Irarrázabal Sánchez","man","Sebastián Piñera II",2018-03-11,2022-03-11,"Energía","Energía",2018-03-11,2019-07-31,"UDI"
308,"Chile","Francisco Javier López Díaz","man","Sebastián Piñera II",2018-03-11,2022-03-11,"Energía","Energía",2019-07-31,NA,"NP"
309,"Chile","Gabriel Gaspar Tapia","man","Michelle Bachelet II",2014-03-11,2018-03-11,"Defensa Nacional","Fuerzas Armadas",2014-03-11,2015-09-21,"PS"
310,"Chile","Alfonso Vargas Lyng","man","Sebastián Piñera II",2018-03-11,2022-03-11,"Defensa Nacional","Fuerzas Armadas",2019-11-27,NA,"RN"
311,"Chile","Juan Francisco Galli Basili","man","Sebastián Piñera II",2018-03-11,2022-03-11,"Defensa Nacional","Fuerzas Armadas",2018-03-11,2019-11-04,"RN"
312,"Chile","Alejandro Weber Pérez ","man","Sebastián Piñera II",2018-03-11,2022-03-11,"Hacienda","Hacienda",2020-11-21,NA,"NP"
313,"Chile","Francisco Moreno Guzmán","man","Sebastián Piñera II",2018-03-11,2022-03-11,"Hacienda","Hacienda",2018-03-11,2020-11-21,"UDI"
314,"Chile","Alejandro Micco Aguayo","man","Michelle Bachelet II",2014-03-11,2018-03-11,"Hacienda","Hacienda",2014-03-11,2017-08-31,"PDC"
315,"Chile","Rodrigo Ubilla Mackenney","man","Sebastián Piñera II",2018-03-11,2022-03-11,"Interior y Seguridad Pública","Interior",2018-03-08,2020-01-01,"RN"
316,"Chile","Juan Francisco Galli Basili","man","Sebastián Piñera II",2018-03-11,2022-03-11,"Interior y Seguridad Pública","Interior",2020-01-01,NA,"RN"
317,"Chile","Mahmud Aleuy Peña y Lillo","man","Michelle Bachelet II",2014-03-11,2018-03-11,"Interior y Seguridad Pública","Interior",2014-03-07,2018-03-08,"PS"
318,"Chile","Juan José Ossa Santa Cruz","man","Sebastián Piñera II",2018-03-11,2022-03-11,"Justicia","Justicia",2018-03-11,2020-01-01,"RN"
319,"Chile","Sebastián Valenzuela Agüero","man","Sebastián Piñera II",2018-03-11,2022-03-11,"Justicia","Justicia",2020-01-01,NA,"NP"
320,"Chile","Ignacio Suárez Eytel ","man","Michelle Bachelet II",2014-03-11,2018-03-11,"Justicia","Justicia",2015-03-13,2016-10-26,"PDC"
321,"Chile","Marcelo Albornoz Serrano","man","Michelle Bachelet II",2014-03-11,2018-03-11,"Justicia","Justicia",2014-03-11,2015-02-21,"PDC"
322,"Chile","Nicolás Mena Letelier","man","Michelle Bachelet II",2014-03-11,2018-03-11,"Justicia","Justicia",2016-10-26,2018-03-11,"PDC"
323,"Chile","Marcelo Mena Carrasco","man","Michelle Bachelet II",2014-03-11,2018-03-11,"Medio Ambiente","Medio Ambiente",2014-03-11,2017-03-20,"NP"
324,"Chile","Rodrigo Benítez Ureta ","man","Sebastián Piñera II",2018-03-11,2022-03-11,"Medio Ambiente","Medio Ambiente",2018-03-11,2018-06-17,"UDI"
325,"Chile","Cristián Gutiérrez Pangui","man","Michelle Bachelet II",2014-03-11,2018-03-11,"Medio Ambiente","Medio Ambiente",2017-03-21,2017-05-17,"PDC"
326,"Chile","Jorge Canals de la Puente","man","Michelle Bachelet II",2014-03-11,2018-03-11,"Medio Ambiente","Medio Ambiente",2017-05-17,2018-03-11,"PDC"
327,"Chile","Felipe Riesco Eyzaguirre","man","Sebastián Piñera II",2018-03-11,2022-03-11,"Medio Ambiente","Medio Ambiente",2018-06-19,2020-02-10,"NP"
328,"Chile","Javier Naranjo Solano","man","Sebastián Piñera II",2018-03-11,2022-03-11,"Medio Ambiente","Medio Ambiente",2020-02-10,NA,"NP"
329,"Chile","Pablo Terrazas Lagos","man","Sebastián Piñera II",2018-03-11,2022-03-11,"Minería","Minería",2018-03-11,2019-07-31,"UDI"
330,"Chile","Ricardo Irarrázabal Sánchez","man","Sebastián Piñera II",2018-03-11,2022-03-11,"Minería","Minería",2019-07-31,2020-08-31,"UDI"
331,"Chile","Ignacio Moreno Fernández","man","Michelle Bachelet II",2014-03-11,2018-03-11,"Minería","Minería",2014-03-11,2016-10-18,"PPD"
332,"Chile","Edgar Blanco Rand","man","Sebastián Piñera II",2018-03-11,2022-03-11,"Minería","Minería",2021-01-06,NA,"RN"
333,"Chile","Iván Cheuquelaf Rodríguez","man","Sebastián Piñera II",2018-03-11,2022-03-11,"Minería","Minería",2020-08-31,2021-01-06,"NP"
334,"Chile","Lucas Palacios Covarrubias","man","Sebastián Piñera II",2018-03-11,2022-03-11,"Obras Públicas","Obras Públicas",2018-03-11,2019-10-28,"UDI"
335,"Chile","Sergio Galilea Ocón","man","Michelle Bachelet II",2014-03-11,2018-03-11,"Obras Públicas","Obras Públicas",2014-03-11,2018-03-11,"PPD"
336,"Chile","Cristóbal Leturia Infante","man","Sebastián Piñera II",2018-03-11,2022-03-11,"Obras Públicas","Obras Públicas",2019-11-27,NA,"NP"
337,"Chile","Emilio de la Cerda Errázuriz","man","Sebastián Piñera II",2018-03-11,2022-03-11,"Culturas, las Artes y el Patrimonio","Patrimonio Cultural",2018-01-11,NA,"NP"
338,"Chile","Román Zelaya Ríos","man","Sebastián Piñera II",2018-03-11,2022-03-11,"Economía, Fomento y Turismo","Pesca",2019-07-11,2021-01-06,"RN"
339,"Chile","Pablo Berazaluce Maturana","man","Michelle Bachelet II",2014-03-11,2018-03-11,"Economía, Fomento y Turismo","Pesca",2017-04-10,2018-03-11,"PDC"
340,"Chile","Raúl Súnico Galdámez","man","Michelle Bachelet II",2014-03-11,2018-03-11,"Economía, Fomento y Turismo","Pesca",2014-03-11,2017-01-21,"PS"
341,"Chile","Eduardo Riquelme Portilla","man","Sebastián Piñera II",2018-03-11,2022-03-11,"Economía, Fomento y Turismo","Pesca",2018-03-11,2019-07-10,"RN"
342,"Chile","Óscar Carrasco Carrasco","man","Michelle Bachelet II",2014-03-11,2018-03-11,"Interior y Seguridad Pública","Prevención del Delito",2016-12-14,2018-03-11,"PPD"
343,"Chile","Antonio Frey Valdés","man","Michelle Bachelet II",2014-03-11,2018-03-11,"Interior y Seguridad Pública","Prevención del Delito",2014-03-11,2018-10-26,"PPD"
344,"Chile","Marcos Barraza Gómez","man","Michelle Bachelet II",2014-03-11,2018-03-11,"Trabajo y Prevision Social","Previsión Social",2014-03-11,2015-05-11,"PCCh"
